id,pedido_id,produto_id,quantidade,preco_praticado,desconto_aplicado
18249,7445,143,2,1296.32,0.12
18250,7446,17,2,3138.69,0.05
18251,7446,72,5,850.17,0.0
18252,7446,85,1,3333.24,0.02
18253,7447,112,3,437.74,0.04
18254,7447,2,4,3361.28,0.01
18255,7447,122,3,755.93,0.02
18256,7447,34,5,1310.5,0.04
18257,7448,72,5,739.65,0.13
18258,7448,113,2,312.17,0.29
18259,7449,167,5,449.74,0.29
18260,7449,121,5,948.71,0.29
18261,7449,37,5,2201.17,0.04
18262,7450,175,5,854.6,0.01
18263,7450,161,5,2196.98,0.04
18264,7450,172,5,2729.94,0.0
18265,7450,63,1,2833.94,0.05
18266,7450,81,4,1710.62,0.02
18267,7450,149,5,85.57,0.04
18268,7451,48,3,3028.0,0.04
18269,7451,45,4,487.27,0.01
18270,7451,50,5,2822.11,0.05
18271,7451,187,2,765.98,0.04
18272,7451,159,4,3259.26,0.04
18273,7452,172,3,2675.34,0.02
18274,7452,132,3,3040.65,0.05
18275,7452,171,3,55.68,0.02
18276,7452,22,2,563.16,0.04
18277,7453,40,3,454.44,0.04
18278,7453,42,2,2810.12,0.02
18279,7453,182,2,1026.21,0.01
18280,7454,174,2,1148.44,0.04
18281,7454,14,3,2309.49,0.04
18282,7455,168,1,993.57,0.03
18283,7456,72,5,595.12,0.3
18284,7456,178,3,1467.78,0.18
18285,7456,141,1,1672.3,0.1
18286,7456,91,3,2000.72,0.24
18287,7456,182,3,746.34,0.28
18288,7457,86,3,2345.35,0.03
18289,7457,113,1,439.68,0.0
18290,7458,88,2,2304.29,0.21
18291,7459,122,5,763.65,0.01
18292,7459,11,1,1392.81,0.04
18293,7459,4,4,3363.47,0.03
18294,7459,21,4,1107.29,0.04
18295,7459,182,1,1026.21,0.01
18296,7459,40,5,449.7,0.05
18297,7460,21,3,1118.83,0.03
18298,7461,35,3,2747.17,0.05
18299,7461,117,4,2419.94,0.0
18300,7462,77,5,1550.76,0.01
18301,7462,177,5,561.99,0.02
18302,7463,37,3,2247.03,0.02
18303,7463,91,1,2579.87,0.02
18304,7464,14,3,2405.72,0.0
18305,7464,125,4,234.2,0.29
18306,7465,178,4,1718.37,0.04
18307,7465,36,5,1474.88,0.03
18308,7465,130,4,615.85,0.05
18309,7465,68,5,1977.17,0.03
18310,7466,77,5,1284.46,0.18
18311,7467,199,3,1935.05,0.04
18312,7468,140,3,671.46,0.28
18313,7468,132,1,2304.49,0.28
18314,7468,2,3,2919.9,0.14
18315,7468,181,2,1215.95,0.24
18316,7469,103,2,1799.98,0.03
18317,7470,82,3,3235.62,0.01
18318,7470,26,4,3033.51,0.01
18319,7470,84,3,1980.48,0.04
18320,7470,200,1,2404.55,0.04
18321,7470,144,5,620.35,0.0
18322,7470,187,4,789.92,0.01
18323,7471,14,5,2333.55,0.03
18324,7471,124,1,1890.98,0.14
18325,7471,107,3,2598.25,0.11
18326,7472,132,1,2848.61,0.11
18327,7472,61,2,392.98,0.06
18328,7473,50,4,2911.23,0.02
18329,7473,55,2,2489.06,0.01
18330,7473,119,4,1099.31,0.05
18331,7473,38,5,121.36,0.02
18332,7473,102,5,637.05,0.02
18333,7473,103,3,1837.09,0.01
18334,7474,159,4,3327.16,0.02
18335,7474,75,2,1870.25,0.02
18336,7474,199,5,1975.37,0.02
18337,7474,100,1,2784.9,0.0
18338,7474,58,4,1873.5,0.04
18339,7474,26,1,3064.15,0.0
18340,7475,174,3,1196.29,0.0
18341,7475,189,3,2051.45,0.0
18342,7475,109,2,2013.34,0.02
18343,7476,54,1,3313.57,0.0
18344,7477,197,2,2861.72,0.02
18345,7477,157,5,673.86,0.02
18346,7478,107,5,2831.8,0.03
18347,7478,169,3,351.51,0.03
18348,7478,3,5,2380.75,0.02
18349,7478,164,5,2071.49,0.05
18350,7479,85,3,3095.16,0.09
18351,7479,97,3,983.8,0.07
18352,7480,150,4,2575.44,0.03
18353,7480,166,2,1345.89,0.02
18354,7480,106,3,2280.53,0.01
18355,7480,67,2,2860.55,0.02
18356,7481,70,4,929.66,0.21
18357,7481,92,5,1964.34,0.04
18358,7482,37,5,2269.96,0.01
18359,7482,118,1,2876.84,0.04
18360,7483,188,2,95.05,0.04
18361,7484,121,1,1322.85,0.01
18362,7484,13,3,1915.84,0.03
18363,7484,110,2,2181.55,0.01
18364,7485,7,3,482.28,0.03
18365,7485,43,1,1305.11,0.02
18366,7485,16,4,399.08,0.02
18367,7486,69,5,893.32,0.03
18368,7487,116,2,1171.56,0.05
18369,7487,90,2,589.91,0.03
18370,7488,45,4,482.35,0.02
18371,7488,38,5,118.89,0.04
18372,7488,175,2,828.7,0.04
18373,7488,67,2,2802.17,0.04
18374,7488,139,2,704.64,
18375,7488,157,1,680.73,0.01
18376,7489,49,5,1991.72,0.05
18377,7489,113,5,338.55,0.23
18378,7490,144,1,508.69,0.18
18379,7490,122,4,563.09,0.27
18380,7490,182,4,881.09,0.15
18381,7490,52,4,1116.78,0.05
18382,7491,6,4,2569.5,0.04
18383,7491,178,1,1467.78,0.18
18384,7491,137,1,117.93,0.19
18385,7491,2,2,2580.37,0.24
18386,7492,58,5,1658.83,0.15
18387,7492,80,4,1803.13,0.25
18388,7492,156,1,48.48,0.17
18389,7492,162,2,199.26,0.19
18390,7493,56,1,2044.31,0.08
18391,7493,50,1,2465.63,0.17
18392,7494,176,5,753.04,0.02
18393,7495,31,2,177.84,0.01
18394,7496,39,3,175.47,0.03
18395,7496,124,4,2154.83,0.02
18396,7497,155,4,872.18,0.02
18397,7497,6,5,2596.26,0.03
18398,7498,158,5,1588.74,0.17
18399,7498,174,3,1172.36,0.02
18400,7498,138,4,1396.52,0.19
18401,7498,85,4,2857.07,0.16
18402,7498,161,1,1991.01,0.13
18403,7498,191,2,1404.98,0.26
18404,7499,177,2,561.99,0.02
18405,7499,1,3,1539.33,0.05
18406,7500,22,1,563.16,0.04
18407,7501,158,3,1856.73,0.03
18408,7502,18,5,3420.58,0.02
18409,7502,131,5,3488.74,0.0
18410,7502,44,5,1131.34,0.01
18411,7502,158,4,1914.15,0.0
18412,7502,179,3,424.37,0.02
18413,7503,172,2,2702.64,0.01
18414,7503,168,4,973.08,0.05
18415,7503,170,2,1294.33,0.04
18416,7503,187,4,773.96,0.03
18417,7503,75,1,1813.0,0.05
18418,7504,52,2,905.18,0.23
18419,7504,195,2,110.39,0.14
18420,7504,162,1,209.1,0.15
18421,7504,159,3,2885.8,0.15
18422,7504,133,1,2319.14,0.18
18423,7505,85,2,3367.26,0.01
18424,7506,120,2,712.9,0.03
18425,7506,26,3,2910.94,0.05
18426,7507,187,5,781.94,0.02
18427,7507,37,3,2247.03,0.02
18428,7508,195,2,116.81,0.09
18429,7508,31,1,156.29,0.13
18430,7509,7,5,492.23,0.01
18431,7509,78,2,3114.37,0.04
18432,7509,29,2,1189.7,0.03
18433,7509,1,5,1555.54,0.04
18434,7510,23,2,922.7,0.1
18435,7510,158,2,1569.6,0.18
18436,7511,106,2,2234.46,0.03
18437,7511,57,1,1826.71,0.03
18438,7512,39,2,179.09,0.01
18439,7512,61,2,418.06,0.0
18440,7512,64,1,896.96,0.02
18441,7513,42,1,2724.1,0.05
18442,7513,178,3,1754.17,0.02
18443,7513,3,1,2405.05,0.01
18444,7513,135,1,2204.33,0.01
18445,7513,164,4,2115.1,0.03
18446,7514,115,1,3412.41,0.01
18447,7514,42,3,2007.23,0.3
18448,7514,62,3,200.04,0.19
18449,7515,31,4,170.66,0.05
18450,7515,3,5,2380.75,0.02
18451,7515,88,4,2829.32,0.03
18452,7516,61,1,397.16,0.05
18453,7516,79,4,354.07,0.04
18454,7517,176,4,753.04,0.02
18455,7517,30,4,3078.2,0.05
18456,7517,42,3,2810.12,0.02
18457,7518,72,1,841.67,0.01
18458,7519,107,2,2919.38,0.0
18459,7519,136,5,1370.32,0.05
18460,7519,63,4,2923.44,0.02
18461,7519,173,1,2453.34,0.03
18462,7520,15,5,1357.18,0.05
18463,7520,155,2,881.08,0.01
18464,7520,10,5,1550.35,
18465,7521,141,5,1783.79,0.04
18466,7521,16,1,390.93,0.04
18467,7522,185,4,788.45,0.18
18468,7522,148,2,410.1,0.16
18469,7523,127,1,1950.32,0.05
18470,7524,184,5,3031.56,0.05
18471,7524,46,1,445.72,0.01
18472,7524,11,4,1407.31,0.03
18473,7525,164,5,2093.3,0.04
18474,7526,153,1,3299.54,0.02
18475,7526,45,4,492.19,0.0
18476,7527,88,5,2770.98,0.05
18477,7528,136,4,1413.59,0.02
18478,7528,172,5,2675.34,0.02
18479,7528,116,2,1208.56,0.02
18480,7529,71,5,667.58,0.04
18481,7529,99,3,3142.79,0.02
18482,7529,184,4,3191.12,0.0
18483,7529,187,3,781.94,0.02
18484,7530,199,3,1935.05,0.04
18485,7531,69,5,653.87,0.29
18486,7531,134,4,270.48,0.04
18487,7531,166,4,1057.49,0.23
18488,7531,188,5,82.18,0.17
18489,7531,145,3,2727.06,0.17
18490,7532,159,2,3293.21,0.03
18491,7532,147,3,2853.36,0.02
18492,7533,195,5,102.69,0.2
18493,7533,197,4,2540.5,0.13
18494,7533,82,3,2614.64,0.2
18495,7534,200,5,2279.31,0.09
18496,7534,23,4,902.19,0.12
18497,7535,33,2,2195.11,0.03
18498,7535,114,2,863.81,0.02
18499,7536,75,4,1908.42,0.0
18500,7537,81,2,1728.07,0.01
18501,7538,75,4,1908.42,0.0
18502,7538,49,2,2096.55,0.0
18503,7538,124,3,2176.82,0.01
18504,7539,79,4,368.82,0.0
18505,7539,83,3,3385.39,0.02
18506,7539,97,5,1047.27,0.01
18507,7540,44,4,1085.63,0.05
18508,7540,137,4,145.59,0.0
18509,7541,200,1,2404.55,0.04
18510,7541,94,2,2035.5,0.23
18511,7541,144,3,595.54,0.04
18512,7542,105,2,963.99,0.01
18513,7542,139,3,704.64,0.05
18514,7542,29,5,1165.17,0.05
18515,7542,6,4,2623.03,0.02
18516,7543,53,1,200.83,0.05
18517,7543,39,4,171.85,0.05
18518,7543,130,2,622.33,0.04
18519,7543,182,2,984.75,0.05
18520,7544,189,3,1456.53,0.29
18521,7544,25,2,910.52,0.28
18522,7545,68,1,1997.55,0.02
18523,7545,199,4,2015.68,0.0
18524,7546,87,2,1636.12,0.03
18525,7546,175,5,837.33,0.03
18526,7546,61,2,418.06,0.0
18527,7546,198,2,1507.35,0.02
18528,7546,140,5,904.61,0.03
18529,7547,152,2,1665.18,0.04
18530,7548,136,3,1428.02,0.01
18531,7549,116,5,1196.22,0.03
18532,7550,110,3,2181.55,0.01
18533,7551,83,5,3385.39,0.02
18534,7551,171,1,55.12,0.03
18535,7551,65,3,2572.73,0.04
18536,7552,147,2,2795.13,0.04
18537,7552,178,5,1521.47,0.15
18538,7553,81,2,1483.7,0.15
18539,7554,200,1,2404.55,0.04
18540,7555,162,5,221.4,0.1
18541,7556,88,4,2858.48,0.02
18542,7556,131,5,3453.85,0.01
18543,7557,200,1,2028.84,0.19
18544,7557,180,3,2936.47,0.16
18545,7557,121,4,1189.23,0.11
18546,7558,19,3,901.73,0.04
18547,7559,41,1,825.17,0.15
18548,7559,157,5,625.73,0.09
18549,7559,70,5,859.06,0.27
18550,7560,130,4,563.99,0.13
18551,7560,66,2,852.13,0.19
18552,7561,159,2,3225.31,0.05
18553,7562,95,2,2833.36,0.04
18554,7562,104,4,1948.57,0.04
18555,7562,4,2,3294.12,0.05
18556,7562,26,3,3033.51,0.01
18557,7563,172,3,2074.75,0.24
18558,7563,104,4,1887.68,0.07
18559,7563,26,5,2819.02,0.08
18560,7564,114,5,758.04,0.14
18561,7564,8,5,993.72,0.18
18562,7565,52,4,1058.0,0.1
18563,7565,73,4,1398.28,0.07
18564,7565,20,4,1720.6,0.26
18565,7566,54,3,3181.03,0.04
18566,7567,58,1,1912.53,0.02
18567,7568,196,2,1010.04,0.05
18568,7569,156,5,57.83,0.01
18569,7569,155,4,729.78,0.18
18570,7570,126,5,2259.73,0.01
18571,7570,43,2,1318.42,0.01
18572,7570,22,4,586.63,0.0
18573,7570,19,3,901.73,0.04
18574,7571,39,1,179.09,0.01
18575,7571,109,4,1828.44,0.11
18576,7572,151,5,701.11,0.03
18577,7572,56,1,2177.64,0.02
18578,7573,188,4,98.02,0.01
18579,7573,179,3,411.38,0.05
18580,7573,34,3,1337.8,0.02
18581,7574,155,5,863.28,0.03
18582,7574,67,5,2831.36,0.03
18583,7574,161,5,2196.98,0.04
18584,7574,65,3,2599.53,0.03
18585,7575,118,2,2906.81,0.03
18586,7575,177,5,556.26,0.03
18587,7575,172,3,2702.64,0.01
18588,7576,69,2,847.27,
18589,7577,30,3,3143.0,0.03
18590,7577,37,1,2201.17,0.04
18591,7578,169,3,279.03,0.23
18592,7579,104,5,1644.11,0.19
18593,7579,108,2,802.76,0.28
18594,7579,41,2,931.96,0.04
18595,7580,92,1,1984.8,0.03
18596,7580,61,3,401.34,0.04
18597,7580,191,1,1898.62,0.0
18598,7580,185,1,913.44,0.05
18599,7580,111,4,2618.14,0.01
18600,7580,136,5,1428.02,0.01
18601,7581,8,4,1163.38,0.04
18602,7582,195,1,98.84,0.23
18603,7583,129,4,2222.58,0.04
18604,7583,18,4,3420.58,0.02
18605,7584,151,3,701.11,0.03
18606,7584,161,3,2174.09,0.05
18607,7585,41,4,912.54,0.06
18608,7585,27,4,1730.6,0.26
18609,7585,76,5,577.35,0.12
18610,7586,146,3,1956.62,0.26
18611,7586,36,5,1155.58,0.24
18612,7586,40,4,430.77,0.09
18613,7587,186,2,2100.37,0.03
18614,7587,150,4,2522.34,0.05
18615,7588,66,5,1020.45,0.03
18616,7588,6,4,2676.56,0.0
18617,7588,96,4,1505.69,0.03
18618,7588,75,2,1851.17,0.03
18619,7589,121,5,1068.97,0.2
18620,7589,123,4,1656.43,0.17
18621,7589,104,3,1928.27,0.05
18622,7590,76,4,642.96,0.02
18623,7590,66,4,1041.49,0.01
18624,7591,59,1,619.77,0.04
18625,7591,15,2,1400.04,0.02
18626,7592,119,1,1110.88,0.04
18627,7592,161,1,2265.63,0.01
18628,7592,43,2,1331.74,0.0
18629,7592,183,5,331.79,0.02
18630,7592,153,1,3299.54,0.02
18631,7592,79,5,361.44,0.02
18632,7593,135,2,1803.55,0.19
18633,7593,47,2,1515.99,0.02
18634,7593,67,5,2335.14,0.2
18635,7593,29,4,1152.91,0.06
18636,7594,116,3,900.25,0.27
18637,7595,41,4,922.25,0.05
18638,7596,151,2,657.74,0.09
18639,7596,146,4,2591.2,0.02
18640,7596,5,1,1222.12,0.08
18641,7596,6,4,2515.97,0.06
18642,7596,177,2,475.97,0.17
18643,7596,105,3,701.09,0.28
18644,7597,22,1,569.03,0.03
18645,7597,64,3,887.81,0.03
18646,7597,165,5,1853.47,0.03
18647,7597,88,1,2858.48,0.02
18648,7597,146,2,2538.32,0.04
18649,7598,1,1,1587.94,
18650,7598,23,1,1014.97,0.01
18651,7598,83,1,3350.85,0.03
18652,7598,138,2,1689.62,0.02
18653,7599,103,4,1373.18,0.26
18654,7599,138,2,1689.62,0.02
18655,7600,57,5,1826.71,
18656,7600,188,5,86.14,0.13
18657,7601,42,3,2494.7,0.13
18658,7601,181,3,1359.95,0.15
18659,7601,178,3,1270.88,0.29
18660,7601,62,1,217.32,0.12
18661,7602,74,5,2589.06,0.09
18662,7602,1,3,1409.7,0.13
18663,7602,111,3,1983.44,0.25
18664,7602,4,1,2704.65,0.22
18665,7603,58,4,1893.01,0.03
18666,7604,141,2,1783.79,0.04
18667,7604,186,1,2122.02,0.02
18668,7604,147,1,2766.01,0.05
18669,7605,172,2,2729.94,0.0
18670,7606,132,5,2912.62,0.09
18671,7607,166,1,1304.69,0.05
18672,7607,75,5,1832.08,0.04
18673,7607,194,1,871.13,0.05
18674,7607,5,2,1328.39,0.0
18675,7608,23,5,973.96,0.05
18676,7608,66,1,1030.97,0.02
18677,7608,24,1,2883.1,0.02
18678,7609,135,2,2159.8,0.03
18679,7609,104,3,1968.87,0.03
18680,7610,61,4,413.88,0.01
18681,7610,121,5,1336.21,0.0
18682,7610,10,5,1534.69,0.02
18683,7610,75,2,1889.34,0.01
18684,7611,147,1,2183.69,0.25
18685,7611,180,2,2971.43,0.15
18686,7612,117,2,2347.34,0.03
18687,7612,148,5,341.75,0.3
18688,7613,156,2,56.07,0.04
18689,7613,24,3,2853.68,0.03
18690,7613,192,1,1633.68,0.03
18691,7613,150,4,2628.54,0.01
18692,7614,46,2,360.18,0.2
18693,7615,76,3,629.84,0.04
18694,7615,130,2,589.92,0.09
18695,7616,179,2,389.73,0.1
18696,7617,123,5,1995.7,0.0
18697,7617,120,3,712.9,0.03
18698,7617,184,2,3063.48,0.04
18699,7617,134,4,278.93,0.01
18700,7617,73,4,1503.53,0.0
18701,7617,20,1,2232.13,0.04
18702,7618,22,1,580.76,0.01
18703,7618,200,1,2404.55,0.04
18704,7618,185,4,913.44,0.05
18705,7618,136,3,1370.32,0.05
18706,7618,30,3,3207.81,0.01
18707,7618,35,1,2805.01,0.03
18708,7619,144,4,620.35,0.0
18709,7620,153,3,3333.21,0.01
18710,7620,102,4,643.55,0.01
18711,7620,75,3,1889.34,0.01
18712,7620,53,2,207.17,0.02
18713,7621,154,2,793.65,0.21
18714,7621,158,1,1627.03,0.15
18715,7622,107,2,2802.6,0.04
18716,7622,84,5,1980.48,0.04
18717,7623,70,4,1047.34,0.11
18718,7623,18,1,2931.93,0.16
18719,7624,172,4,2265.85,0.17
18720,7624,4,2,2878.02,0.17
18721,7625,131,5,3418.97,0.02
18722,7625,67,3,2831.36,0.03
18723,7626,23,3,1025.22,0.0
18724,7626,118,1,2876.84,0.04
18725,7627,192,5,1178.95,0.3
18726,7628,106,2,1819.82,0.21
18727,7628,200,5,1978.74,0.21
18728,7628,120,4,551.21,0.25
18729,7628,82,2,2810.74,0.14
18730,7629,182,3,1005.48,0.03
18731,7629,108,3,1081.5,0.03
18732,7629,18,5,3420.58,0.02
18733,7629,20,3,2255.39,0.03
18734,7629,149,3,86.47,0.03
18735,7629,105,3,954.26,0.02
18736,7630,188,4,96.04,0.03
18737,7630,21,1,1141.9,0.01
18738,7630,11,5,1378.3,0.05
18739,7631,141,2,1820.95,0.02
18740,7631,10,3,1566.01,0.0
18741,7632,184,5,3095.39,0.03
18742,7632,122,4,717.36,0.07
18743,7633,85,1,3299.23,0.03
18744,7634,135,5,1870.34,0.16
18745,7634,92,2,1514.18,0.26
18746,7634,22,4,457.57,0.22
18747,7634,178,4,1736.27,0.03
18748,7635,10,2,1503.37,0.04
18749,7636,157,5,529.46,0.23
18750,7636,104,3,1745.59,0.14
18751,7636,176,3,729.99,0.05
18752,7636,28,1,2510.71,0.14
18753,7637,147,4,2824.24,0.03
18754,7637,85,1,3231.21,0.05
18755,7637,185,5,951.9,0.01
18756,7638,113,5,422.09,0.04
18757,7638,103,4,1781.42,0.04
18758,7638,62,4,244.49,0.01
18759,7639,170,2,1348.26,0.0
18760,7639,196,5,1031.3,0.03
18761,7640,47,2,1531.46,0.01
18762,7641,151,1,686.65,0.05
18763,7641,88,4,2887.65,0.01
18764,7642,26,4,2420.68,0.21
18765,7642,108,4,992.31,0.11
18766,7642,127,2,1950.32,0.05
18767,7642,82,5,3104.89,0.05
18768,7642,45,1,378.99,0.23
18769,7642,70,1,1023.81,0.13
18770,7643,133,3,2799.94,0.01
18771,7643,185,3,942.29,0.02
18772,7643,78,2,3114.37,0.04
18773,7643,10,2,1503.37,0.04
18774,7644,21,5,1095.76,0.05
18775,7644,32,5,362.45,0.02
18776,7644,174,1,1196.29,0.0
18777,7644,19,3,920.51,0.02
18778,7645,146,5,2564.76,0.03
18779,7645,149,3,88.25,0.01
18780,7645,66,1,1009.93,0.04
18781,7646,75,1,1870.25,0.02
18782,7646,10,4,1550.35,0.01
18783,7646,54,1,3280.43,0.01
18784,7647,139,4,660.14,0.11
18785,7648,124,2,2088.87,0.05
18786,7649,93,3,2857.38,0.01
18787,7649,188,5,95.05,0.04
18788,7649,13,3,1915.84,0.03
18789,7649,4,3,3398.15,0.02
18790,7650,24,5,2353.55,0.2
18791,7650,140,1,764.72,0.18
18792,7651,8,3,1211.85,0.0
18793,7651,88,3,2800.15,0.04
18794,7651,61,1,409.7,0.02
18795,7652,184,4,3127.3,0.02
18796,7653,101,5,1470.33,0.2
18797,7653,93,4,2568.75,0.11
18798,7654,11,4,1378.3,0.05
18799,7654,129,2,2315.19,0.0
18800,7655,71,1,632.81,0.09
18801,7655,155,4,872.18,0.02
18802,7655,127,2,1703.97,0.17
18803,7656,65,2,2197.54,0.18
18804,7656,23,4,738.16,0.28
18805,7657,64,4,842.05,0.08
18806,7657,102,5,552.54,0.15
18807,7658,154,3,984.53,0.02
18808,7658,110,4,2181.55,0.01
18809,7658,14,4,2381.66,0.01
18810,7659,123,4,1955.79,0.02
18811,7659,15,5,1385.75,0.03
18812,7660,42,2,2724.1,0.05
18813,7660,142,1,3179.2,0.02
18814,7661,92,5,1984.8,0.03
18815,7661,143,3,1473.09,0.0
18816,7662,109,3,1972.25,0.04
18817,7662,116,3,1183.89,0.04
18818,7662,13,2,1915.84,0.03
18819,7663,59,1,613.31,0.05
18820,7663,29,2,1165.17,0.05
18821,7663,58,1,1853.98,0.05
18822,7664,140,3,746.07,0.2
18823,7664,66,2,789.01,0.25
18824,7664,45,4,388.83,
18825,7665,16,1,390.93,0.04
18826,7666,116,1,1171.56,0.05
18827,7666,165,2,1872.57,0.02
18828,7667,198,1,1461.2,0.05
18829,7667,72,5,850.17,0.0
18830,7667,120,3,727.6,0.01
18831,7667,45,1,492.19,0.0
18832,7667,138,2,1672.38,0.03
18833,7667,52,1,1163.8,0.01
18834,7668,52,2,1116.78,0.05
18835,7669,83,5,2901.76,0.16
18836,7670,200,3,2504.74,0.0
18837,7670,36,1,1474.88,0.03
18838,7671,70,4,976.74,0.17
18839,7671,149,5,75.77,0.15
18840,7671,57,4,1468.9,0.22
18841,7671,124,4,1627.12,0.26
18842,7672,129,2,1991.06,0.14
18843,7673,173,2,2428.05,0.04
18844,7673,108,4,1092.65,0.02
18845,7673,10,4,1534.69,0.02
18846,7673,145,3,3187.05,0.03
18847,7673,47,1,1500.52,0.03
18848,7673,119,1,1145.6,0.01
18849,7674,185,3,817.29,0.15
18850,7674,33,1,1968.81,0.13
18851,7675,142,1,3211.64,0.01
18852,7675,96,1,1490.17,0.04
18853,7675,37,3,2269.96,0.01
18854,7676,42,3,2724.1,0.05
18855,7676,78,2,3081.93,0.05
18856,7676,122,2,748.22,0.03
18857,7676,192,5,1684.21,0.0
18858,7677,53,5,209.29,0.01
18859,7677,74,1,2759.77,0.03
18860,7677,175,2,837.33,0.03
18861,7678,139,2,726.9,0.02
18862,7678,163,5,734.01,0.04
18863,7679,6,4,2194.78,0.18
18864,7680,104,5,1989.16,0.02
18865,7680,152,5,1717.21,0.01
18866,7680,85,1,3333.24,0.02
18867,7680,83,5,3385.39,0.02
18868,7680,166,2,1318.43,0.04
18869,7680,171,2,56.25,0.01
18870,7681,136,3,1283.77,0.11
18871,7681,60,2,492.65,0.02
18872,7682,169,3,257.29,0.29
18873,7682,118,1,2277.5,0.24
18874,7682,103,5,1447.41,0.22
18875,7682,65,3,2277.94,0.15
18876,7683,166,5,1222.29,0.11
18877,7684,116,1,1183.89,0.04
18878,7684,60,2,492.65,0.02
18879,7685,181,4,1247.95,0.22
18880,7685,11,4,1349.28,0.07
18881,7685,124,2,1759.05,0.2
18882,7686,44,3,1131.34,0.01
18883,7687,119,3,879.45,0.24
18884,7687,88,3,2158.45,0.26
18885,7688,158,5,1914.15,0.0
18886,7688,5,2,1275.25,0.04
18887,7688,142,3,3179.2,0.02
18888,7688,14,5,2309.49,0.04
18889,7688,58,4,1932.04,0.01
18890,7689,90,1,602.07,0.01
18891,7690,72,1,841.67,0.01
18892,7690,29,4,1226.5,0.0
18893,7691,89,2,1859.99,0.02
18894,7692,45,2,482.35,0.02
18895,7692,53,4,205.06,0.03
18896,7692,79,3,354.07,0.04
18897,7693,76,4,511.74,0.22
18898,7693,16,4,342.06,0.16
18899,7694,142,5,3114.32,0.04
18900,7695,85,2,2618.98,0.23
18901,7695,77,4,1456.77,0.07
18902,7696,135,1,2159.8,0.03
18903,7696,13,5,1915.84,0.03
18904,7696,75,5,1603.07,0.16
18905,7696,40,2,388.16,0.18
18906,7697,194,3,880.3,0.04
18907,7698,134,3,270.48,0.04
18908,7698,62,1,237.08,0.04
18909,7699,185,5,778.83,0.19
18910,7699,182,3,912.19,0.12
18911,7699,169,4,340.64,0.06
18912,7700,16,3,399.08,0.02
18913,7700,33,2,2195.11,0.03
18914,7700,2,5,3361.28,0.01
18915,7700,158,2,1837.58,0.04
18916,7700,139,4,704.64,0.05
18917,7701,198,3,1092.06,0.29
18918,7701,88,1,2741.81,0.06
18919,7701,159,1,2919.75,0.14
18920,7702,63,4,2326.82,0.22
18921,7702,70,4,1117.95,0.05
18922,7702,83,1,3454.48,0.0
18923,7703,103,5,1855.65,0.0
18924,7703,124,2,2088.87,0.05
18925,7704,89,4,1841.01,0.03
18926,7704,3,1,2332.17,0.04
18927,7704,168,3,1024.3,0.0
18928,7704,170,1,1348.26,0.0
18929,7705,3,5,2356.46,0.03
18930,7705,112,5,442.3,0.03
18931,7705,90,3,595.99,0.02
18932,7705,30,3,3110.6,0.04
18933,7706,100,3,2729.2,0.02
18934,7707,105,5,710.82,0.27
18935,7707,28,4,2539.9,0.13
18936,7707,156,1,42.06,0.28
18937,7708,117,3,2395.74,0.01
18938,7709,129,1,2292.04,0.01
18939,7709,19,1,892.33,0.05
18940,7710,118,1,2936.78,0.02
18941,7710,172,4,2593.44,0.05
18942,7710,44,5,1108.49,0.03
18943,7711,80,4,2404.17,0.0
18944,7711,37,1,2269.96,0.01
18945,7711,186,1,2100.37,0.03
18946,7711,57,3,1826.71,0.03
18947,7711,200,3,2404.55,0.04
18948,7711,120,2,712.9,0.03
18949,7712,30,3,2592.17,0.2
18950,7713,189,5,1989.91,0.03
18951,7713,93,4,2713.07,0.06
18952,7714,139,3,726.9,0.02
18953,7715,164,4,2093.3,0.04
18954,7715,199,1,1955.21,0.03
18955,7715,102,1,617.55,0.05
18956,7716,167,2,462.4,0.27
18957,7716,64,3,887.81,0.03
18958,7716,132,3,2944.63,0.08
18959,7716,27,5,1870.92,0.2
18960,7717,45,3,393.75,0.2
18961,7717,2,5,2885.95,0.15
18962,7717,50,5,2940.93,0.01
18963,7717,174,1,1028.81,0.14
18964,7717,25,1,1087.56,0.14
18965,7717,52,2,1105.03,0.06
18966,7718,158,3,1914.15,0.0
18967,7719,21,2,1153.43,0.0
18968,7720,35,1,2805.01,0.03
18969,7720,15,3,1400.04,0.02
18970,7720,144,4,607.94,0.02
18971,7721,127,4,2052.97,0.0
18972,7721,86,1,2127.74,0.12
18973,7722,132,1,3168.67,0.01
18974,7722,21,1,1130.36,0.02
18975,7723,69,4,911.74,0.01
18976,7723,131,4,3349.19,0.04
18977,7723,142,1,3179.2,0.02
18978,7724,74,1,2788.22,0.02
18979,7724,54,1,3214.16,0.03
18980,7724,191,3,1860.65,0.02
18981,7725,103,2,1837.09,0.01
18982,7726,91,3,2632.52,0.0
18983,7726,29,1,1189.7,0.03
18984,7726,182,1,1015.85,0.02
18985,7726,163,1,741.65,0.03
18986,7727,122,2,771.36,0.0
18987,7728,187,2,566.51,0.29
18988,7729,17,4,2973.49,0.1
18989,7729,199,1,1410.98,0.3
18990,7729,71,2,667.58,0.04
18991,7729,127,2,1683.44,0.18
18992,7729,189,3,1600.13,0.22
18993,7729,87,3,1281.91,0.24
18994,7730,151,4,693.88,0.04
18995,7730,29,2,1165.17,0.05
18996,7731,30,1,2300.55,0.29
18997,7731,45,5,374.06,0.24
